"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"80","@hugui92981 happy birthday my brother. I love you.",FALSE,1037,"hugui92981",2014-09-29 21:58:21,FALSE,"516705250686689280","516708585028333568","1452248336","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",2121,FALSE,FALSE,NA,NA
"81","@Kris10Cwalinski too funny... when are we doing CNBC again?!",FALSE,981,"Kris10Cwalinski",2014-09-29 19:50:39,FALSE,"516674930629697536","516676450913492992","19351024","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",2129,FALSE,FALSE,NA,NA
"82","Warriors Recruit All-Star Tweeters to Unveil New Uniforms http://t.co/Zf3dsTuGmO via @KurtWagner8",FALSE,2448,NA,2014-09-29 19:40:03,FALSE,NA,"516673779565490177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",5873,FALSE,FALSE,NA,NA
"83","Me and today's @Shyp Hero http://t.co/J8pKDCzzvv",FALSE,2090,NA,2014-09-29 17:52:14,FALSE,NA,"516646649599238144",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4890,FALSE,FALSE,NA,NA
"84","Congrats @kevingibbon and the @shyp team on your NYC launch. It’s exciting to watch you guys grow! http://t.co/7DSmsjoiPX",FALSE,1820,NA,2014-09-29 15:09:39,FALSE,NA,"516605734193098752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",3959,FALSE,FALSE,NA,NA
"85","These 3 guys make me happy (via @shots) http://t.co/5E0EY35j22",FALSE,1979,NA,2014-09-29 05:39:24,FALSE,NA,"516462225079664641",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","john",4604,FALSE,FALSE,NA,NA
"86","you comfy @sammy? http://t.co/vFF7xbgblx",FALSE,1937,NA,2014-09-29 03:30:17,FALSE,NA,"516429732548579329",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4296,FALSE,FALSE,NA,NA
"87",".@hbarnes taking a selfie on @shots tonight at the #DubsConfidential event http://t.co/kyO0rqs5gS",FALSE,3211,NA,2014-09-29 03:09:19,FALSE,NA,"516424453186945024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",7988,FALSE,FALSE,NA,NA
"88","Check out @danielbru on @shots http://t.co/1k0KqGkE8s",FALSE,1718,NA,2014-09-29 02:44:37,FALSE,NA,"516418241124519936",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3965,FALSE,FALSE,NA,NA
"89","@peterbnorris they're pretty dope. Come by the office soon... been too long.",FALSE,958,"peterbnorris",2014-09-29 02:38:55,FALSE,"516412082573414400","516416806270300160","63348104","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",2175,FALSE,FALSE,NA,NA
"90","With my dogg @AdamBain talking about the @warriors  http://t.co/7kp75OUVGf",FALSE,1719,NA,2014-09-29 02:11:40,FALSE,NA,"516409945416155136",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3890,FALSE,FALSE,NA,NA
"91","Great day with the @warriors marketing team. Congrats on the new jerseys. #DubsConfidential",FALSE,2563,NA,2014-09-29 00:58:34,FALSE,NA,"516391550973014016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",5445,FALSE,FALSE,NA,NA
"92","Check out toricooke on @shots http://t.co/3F7v7yp2oy",FALSE,1853,NA,2014-09-28 23:39:18,FALSE,NA,"516371603173548032",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4580,FALSE,FALSE,NA,NA
"93","Just posted a #selfie on @shots http://t.co/JgHUPRnPgv",FALSE,2478,NA,2014-09-28 20:33:54,FALSE,NA,"516324943446167553",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",5958,FALSE,FALSE,NA,NA
